"PlotID","Stand","TreeID","Species","Dbh","Ht","Vol","Product"
45,"pine-hardwoods","45.4","sweet birch",19,NA,NA,"Non-merchantable"
45,"pine-hardwoods","45.5","eastern hemlock",16,27,120.9,"SW Sawtimber"
45,"pine-hardwoods","45.6","sweet birch",20,36,286.3,"HW Sawtimber"
45,"pine-hardwoods","45.7","sweet birch",15,20,100.4,"HW Sawtimber"
45,"pine-hardwoods","45.8","sweet birch",14,19,84.1,"HW Sawtimber"
45,"pine-hardwoods","45.9","red maple",14,18,84.2,"HW Sawtimber"
46,"pine-hardwoods","46.1","eastern white pine",29,65,797.6,"SW Sawtimber"
46,"pine-hardwoods","46.2","sweet birch",10,NA,NA,"Non-merchantable"
46,"pine-hardwoods","46.3","eastern white pine",25,70,602.5,"SW Sawtimber"
46,"pine-hardwoods","46.4","sweet birch",9,NA,NA,"Non-merchantable"
46,"pine-hardwoods","46.5","sweet birch",7,NA,NA,"Non-merchantable"
46,"pine-hardwoods","46.6","sweet birch",12,21,66.6,"HW Sawtimber"
46,"pine-hardwoods","46.7","red maple",21,19,210.8,"HW Sawtimber"
46,"pine-hardwoods","46.8","eastern white pine",26,70,655.9,"SW Sawtimber"
47,"hemlock-hardwoods","47.1","sweet birch",11,57,114.7,"Firewood"
47,"hemlock-hardwoods","47.2","eastern white pine",17,65,247.7,"SW Sawtimber"
47,"hemlock-hardwoods","47.3","northern red oak",21,60,418.2,"HW Sawtimber"
47,"hemlock-hardwoods","47.4","white oak",18,45,209.7,"HW Sawtimber"
47,"hemlock-hardwoods","47.5","eastern white pine",27,65,684.1,"SW Sawtimber"
47,"hemlock-hardwoods","47.6","sweet birch",9,NA,NA,"Non-merchantable"
47,"hemlock-hardwoods","47.7","white oak",18,68,272.1,"HW Sawtimber"
47,"hemlock-hardwoods","47.8","white oak",26,45,490.2,"HW Sawtimber"
47,"hemlock-hardwoods","47.9","eastern hemlock",10,NA,NA,"Non-merchantable"
48,"hemlock-hardwoods","48.1","eastern hemlock",20,47,269.1,"SW Sawtimber"
48,"hemlock-hardwoods","48.2","northern red oak",20,46,312.6,"HW Sawtimber"
48,"hemlock-hardwoods","48.3","northern red oak",33,44,944.5,"HW Sawtimber"
48,"hemlock-hardwoods","48.4","eastern hemlock",15,35,120.4,"SW Sawtimber"
49,"hemlock-hardwoods","49.1","eastern hemlock",13,NA,NA,"Snag"
49,"hemlock-hardwoods","49.2","northern red oak",23,44,418,"HW Sawtimber"
49,"hemlock-hardwoods","49.3","northern red oak",10,24,41.3,"Firewood"
49,"hemlock-hardwoods","49.4","northern red oak",20,48,321.7,"HW Sawtimber"
49,"hemlock-hardwoods","49.5","northern red oak",16,44,181.1,"HW Sawtimber"
49,"hemlock-hardwoods","49.6","eastern hemlock",23,40,335.3,"SW Sawtimber"
49,"hemlock-hardwoods","49.7","black oak",21,32,272.3,"HW Sawtimber"
50,"hemlock-hardwoods","50.1","sweet birch",20,33,267.8,"HW Sawtimber"
50,"hemlock-hardwoods","50.2","red maple",6,NA,NA,"Non-merchantable"
50,"hemlock-hardwoods","50.3","eastern hemlock",34,55,923,"SW Sawtimber"
50,"hemlock-hardwoods","50.4","eastern hemlock",17,35,160,"SW Sawtimber"
50,"hemlock-hardwoods","50.5","northern red oak",20,40,284.3,"HW Sawtimber"
50,"hemlock-hardwoods","50.6","eastern white pine",24,55,484.8,"SW Sawtimber"
51,"hemlock-hardwoods","51.1","northern red oak",18,40,223.2,"HW Sawtimber"
51,"hemlock-hardwoods","51.2","red maple",13,35,111.3,"HW Sawtimber"
51,"hemlock-hardwoods","51.3","sweet birch",12,NA,NA,"Non-merchantable"
51,"hemlock-hardwoods","51.4","eastern hemlock",16,25,115.7,"SW Sawtimber"
51,"hemlock-hardwoods","51.5","red maple",13,NA,NA,"Snag"
52,"pine-hardwoods","52.1","sweet birch",7,NA,NA,"Non-merchantable"
52,"pine-hardwoods","52.2","sweet birch",5,NA,NA,"Non-merchantable"
52,"pine-hardwoods","52.3","sweet birch",10,NA,NA,"Non-merchantable"
52,"pine-hardwoods","52.4","white oak",18,42,200.7,"HW Sawtimber"
52,"pine-hardwoods","52.5","sweet birch",6,NA,NA,"Non-merchantable"
52,"pine-hardwoods","52.6","eastern white pine",6,NA,NA,"Non-merchantable"
53,"pine-hardwoods","53.1","sweet birch",16,40,192.5,"HW Sawtimber"
53,"pine-hardwoods","53.2","sweet birch",19,25,194.1,"HW Sawtimber"
53,"pine-hardwoods","53.3","sweet birch",14,30,117.2,"HW Sawtimber"
53,"pine-hardwoods","53.4","pignut hickory",17,28,173.4,"HW Sawtimber"
53,"pine-hardwoods","53.5","northern red oak",22,34,315.7,"HW Sawtimber"
53,"pine-hardwoods","53.6","sweet birch",19,NA,NA,"Snag"
53,"pine-hardwoods","53.7","sweet birch",21,24,233.1,"HW Sawtimber"
54,"hemlock-hardwoods","54.1","sweet birch",14,28,111.4,"HW Sawtimber"
54,"hemlock-hardwoods","54.2","sweet birch",18,35,223.4,"HW Sawtimber"
54,"hemlock-hardwoods","54.3","northern red oak",15,30,121,"HW Sawtimber"
54,"hemlock-hardwoods","54.4","sweet birch",13,29,98.2,"HW Sawtimber"
54,"hemlock-hardwoods","54.5","sweet birch",12,30,85.7,"Firewood"
54,"hemlock-hardwoods","54.6","northern red oak",24,43,453.3,"HW Sawtimber"
54,"hemlock-hardwoods","54.7","eastern hemlock",14,24,83.1,"SW Sawtimber"
54,"hemlock-hardwoods","54.8","sweet birch",14,24,99.5,"HW Sawtimber"
54,"hemlock-hardwoods","54.9","sweet birch",14,32,123,"HW Sawtimber"
54,"hemlock-hardwoods","54.10","sweet birch",12,18,59.9,"Firewood"
54,"hemlock-hardwoods","54.11","eastern hemlock",13,26,73,"SW Sawtimber"
54,"hemlock-hardwoods","54.12","sweet birch",13,20,75.3,"HW Sawtimber"
54,"hemlock-hardwoods","54.13","eastern hemlock",16,20,101.7,"SW Sawtimber"
55,"hemlock-hardwoods","55.1","eastern hemlock",17,45,183,"SW Sawtimber"
55,"hemlock-hardwoods","55.2","eastern hemlock",19,50,248.1,"SW Sawtimber"
55,"hemlock-hardwoods","55.3","sweet birch",15,24,114.7,"HW Sawtimber"
55,"hemlock-hardwoods","55.4","eastern hemlock",16,30,128.2,"SW Sawtimber"
55,"hemlock-hardwoods","55.5","eastern hemlock",20,50,278,"SW Sawtimber"
55,"hemlock-hardwoods","55.6","northern red oak",26,25,366.5,"HW Sawtimber"
55,"hemlock-hardwoods","55.7","eastern hemlock",13,20,62.6,"SW Sawtimber"
55,"hemlock-hardwoods","55.8","eastern hemlock",25,45,428.2,"SW Sawtimber"
56,"hemlock-hardwoods","56.1","eastern white pine",8,NA,NA,"Non-merchantable"
56,"hemlock-hardwoods","56.2","northern red oak",15,20,91.7,"HW Sawtimber"
56,"hemlock-hardwoods","56.3","eastern hemlock",15,40,129.4,"SW Sawtimber"
56,"hemlock-hardwoods","56.4","eastern hemlock",13,30,79.2,"SW Sawtimber"
56,"hemlock-hardwoods","56.5","sweet birch",17,45,239.7,"HW Sawtimber"
56,"hemlock-hardwoods","56.6","white oak",19,30,182.8,"HW Sawtimber"
57,"pine-hardwoods","57.1","pignut hickory",15,45,181,"HW Sawtimber"
57,"pine-hardwoods","57.2","black oak",24,40,431,"HW Sawtimber"
57,"pine-hardwoods","57.3","red maple",16,40,194.7,"HW Sawtimber"
57,"pine-hardwoods","57.4","pignut hickory",10,NA,NA,"Non-merchantable"
57,"pine-hardwoods","57.5","sweet birch",7,NA,NA,"Non-merchantable"
57,"pine-hardwoods","57.6","sweet birch",11,NA,NA,"Non-merchantable"
57,"pine-hardwoods","57.7","pignut hickory",17,40,222.9,"HW Sawtimber"
57,"pine-hardwoods","57.8","eastern white pine",8,NA,NA,"Non-merchantable"
57,"pine-hardwoods","57.9","pignut hickory",22,50,469.7,"HW Sawtimber"
57,"pine-hardwoods","57.10","red maple",16,32,167.6,"HW Sawtimber"
58,"hemlock-hardwoods","58.1","sweet birch",16,20,114.6,"HW Sawtimber"
58,"hemlock-hardwoods","58.2","eastern hemlock",18,25,150.8,"SW Sawtimber"
58,"hemlock-hardwoods","58.3","northern red oak",23,30,319.3,"HW Sawtimber"
58,"hemlock-hardwoods","58.4","eastern hemlock",22,NA,NA,"Snag"
58,"hemlock-hardwoods","58.5","eastern hemlock",20,30,210.9,"SW Sawtimber"
58,"hemlock-hardwoods","58.6","northern red oak",23,25,279.8,"HW Sawtimber"
58,"hemlock-hardwoods","58.7","white oak",22,35,282.6,"HW Sawtimber"
58,"hemlock-hardwoods","58.8","pignut hickory",13,18,68.4,"HW Sawtimber"
58,"hemlock-hardwoods","58.9","sweet birch",21,25,240.5,"HW Sawtimber"
59,"hemlock-hardwoods","59.1","northern red oak",34,60,1263,"HW Sawtimber"
59,"hemlock-hardwoods","59.2","eastern hemlock",26,48,482.6,"SW Sawtimber"
59,"hemlock-hardwoods","59.3","red maple",6,NA,NA,"Non-merchantable"
60,"hemlock-hardwoods","60.1","sweet birch",14,35,131.4,"HW Sawtimber"
60,"hemlock-hardwoods","60.2","pignut hickory",11,40,81.1,"Firewood"
60,"hemlock-hardwoods","60.3","eastern hemlock",14,34,101,"SW Sawtimber"
60,"hemlock-hardwoods","60.4","eastern hemlock",7,NA,NA,"Non-merchantable"
60,"hemlock-hardwoods","60.5","sweet birch",13,32,105.6,"HW Sawtimber"
60,"hemlock-hardwoods","60.6","eastern hemlock",8,NA,NA,"Non-merchantable"
60,"hemlock-hardwoods","60.7","sweet birch",19,35,250.9,"HW Sawtimber"
60,"hemlock-hardwoods","60.8","sweet birch",15,40,167.9,"HW Sawtimber"
60,"hemlock-hardwoods","60.9","sweet birch",12,NA,NA,"Non-merchantable"
60,"hemlock-hardwoods","60.10","sweet birch",15,40,167.9,"HW Sawtimber"
60,"hemlock-hardwoods","60.11","sweet birch",14,40,145.2,"HW Sawtimber"
60,"hemlock-hardwoods","60.12","sweet birch",15,30,135.3,"HW Sawtimber"
